13,7,4,2
13,8,5,1
13,9,1,0
13,10,0,0
14,1,3,0
14,2,5,0
14,3,6,1
14,4,2,2
14,5,5,0
14,6,7,1
14,7,1,0
14,8,4,1
14,9,4,1
14,10,0,0
15,1,9,1
15,2,7,2
15,3,6,1
15,4,8,2
15,5,3,1
15,6,8,3
15,7,5,2
15,8,9,6
15,9,5,0
15,10,0,0
16,1,3,0
16,2,6,0
16,3,1,0
16,4,6,3
16,5,7,1
16,6,2,0
16,7,8,3
16,8,4,2
16,9,9,1
16,10,0,0
17,1,1,0
17,2,4,1
17,3,8,2
17,4,8,5
17,5,1,0
17,6,10,0
17,7,7,1
17,8,9,2
17,9,3,1
17,10,0,0
18,1,4,1
18,2,3,1
18,3,7,0
18,4,2,0
18,5,6,2
18,6,1,0
18,7,10,0
18,8,2,0
18,9,4,0
18,10,0,0
19,1,1,0
19,2,9,0
19,3,3,1
19,4,6,1
19,5,1,0
19,6,6,0
19,7,4,1
19,8,3,2
19,9,6,1
19,10,0,0
20,1,2,0
20,2,4,1
20,3,8,4
20,4,9,1
20,5,9,2
20,6,6,1
20,7,9,2
20,8,3,3
20,9,2,0
20,10,0,0
21,1,8,1
21,2,4,0
21,3,2,0
21,4,6,1
21,5,1,0
21,6,7,1
21,7,9,3
21,8,7,2
21,9,1,0
21,10,0,0
22,1,4,0
22,2,1,0
22,3,9,0
22,4,3,2
22,5,2,0
22,6,4,0
22,7,3,0
22,8,6,5
22,9,8,0
22,10,0,0
23,1,1,0
23,2,7,1
23,3,4,3
23,4,1,0
23,5,4,0
23,6,9,2
23,7,1,1
23,8,10,4
23,9,3,0
23,10,0,0
24,1,9,2
24,2,6,2
24,3,2,1
24,4,4,0
24,5,1,0
24,6,6,2
24,7,2,0
24,8,6,2
24,9,6,1
24,10,0,0
25,1,7,0
25,2,5,0
25,3,4,2
25,4,8,4
25,5,9,1
25,6,4,2
25,7,10,6
25,8,5,2
25,9,10,1
25,10,0,0
26,1,6,1
26,2,8,1
26,3,7,5
26,4,6,0
26,5,5,0
26,6,6,1
26,7,8,1
26,8,8,3
26,9,6,2
26,10,0,0
27,1,3,0
27,2,4,0
27,3,7,4
27,4,7,4
27,5,3,1
27,6,6,1
27,7,3,0
27,8,6,0
27,9,2,0
27,10,0,0
28,1,1,0
28,2,3,1
28,3,7,3
28,4,4,1
28,5,8,2
28,6,5,1
28,7,5,2
28,8,5,1
28,9,5,0
28,10,0,0
29,1,7,0
29,2,6,1
29,3,6,0
29,4,3,3
29,5,3,0
29,6,4,2
29,7,10,4
29,8,10,4
29,9,2,0
29,10,0,0
30,1,5,1
30,2,3,0
30,3,3,0
30,4,2,1
30,5,6,3
30,6,10,3
30,7,3,1
30,8,4,4
30,9,6,1
30,10,0,0
31,1,8,0
31,2,1,0
31,3,4,1
31,4,3,2
31,5,5,1
31,6,7,1
31,7,8,1
31,8,7,5
31,9,10,2
31,10,0,0
32,1,2,0
32,2,3,1
32,3,7,2
32,4,4,1
32,5,9,2
32,6,4,1
32,7,2,0
32,8,9,1
32,9,5,0
32,10,1,0
33,1,7,1
33,2,10,1
33,3,9,4
33,4,9,2
33,5,9,1
33,6,8,0
33,7,3,3
33,8,4,2
33,9,3,0
33,10,0,0
34,1,9,0
34,2,6,2
34,3,2,0
34,4,4,1
34,5,9,1
34,6,10,1
34,7,5,1
34,8,3,2
34,9,7,1
34,10,0,0
35,1,6,0
35,2,5,0
35,3,1,0
35,4,4,1
35,5,6,0
35,6,10,1
35,7,3,0
35,8,7,5
35,9,1,0
35,10,0,0
36,1,2,1
36,2,4,1
36,3,1,0
36,4,7,3
36,5,5,0
36,6,8,0
36,7,9,3
36,8,7,4
36,9,4,0
36,10,0,0
37,1,6,1
37,2,8,2
37,3,1,0
37,4,7,6
37,5,8,0
37,6,9,2
37,7,4,1
37,8,7,6
37,9,1,0
37,10,0,0
38,1,2,0
38,2,4,3
38,3,7,2
38,4,5,2
38,5,7,0
38,6,5,0
38,7,4,1
38,8,2,1
38,9,1,0
38,10,0,0
39,1,5,2
39,2,4,1
39,3,9,6
39,4,3,1
39,5,7,0
39,6,4,0
39,7,6,1
39,8,10,4
39,9,5,0
39,10,0,0
40,1,8,1
40,2,10,1
40,3,3,2
40,4,9,3
40,5,9,1
40,6,3,0
40,7,10,2
40,8,2,1
40,9,6,0
40,10,0,0
41,1,7,1
41,2,4,0
41,3,4,1
41,4,8,1
41,5,10,1
41,6,2,0
41,7,7,3
41,8,8,3
41,9,2,0
41,10,0,0
42,1,10,1
42,2,6,1
42,3,6,0
42,4,7,1
42,5,8,0
42,6,1,0
42,7,6,2
42,8,8,6
42,9,4,0
42,10,0,0
43,1,4,1
43,2,1,0
43,3,10,3
43,4,2,0
43,5,10,1
43,6,10,1
43,7,2,0
43,8,2,0
43,9,10,1
43,10,0,0
44,1,2,0
44,2,1,1
44,3,3,0
44,4,5,0
44,5,3,1
44,6,2,1
44,7,6,3
44,8,9,7
44,9,9,2
44,10,0,0
45,1,10,1
45,2,3,0
45,3,1,0
45,4,10,4
45,5,7,0
45,6,3,1
45,7,7,4
45,8,6,2
45,9,3,0
45,10,0,0
46,1,2,0
46,2,1,1
46,3,3,1
46,4,8,6
46,5,5,1
46,6,4,1
46,7,9,2
46,8,4,0
46,9,8,0
46,10,0,0
47,1,3,0
47,2,3,2
47,3,8,3
47,4,1,0
47,5,8,0
47,6,5,1
47,7,7,1
47,8,2,1
47,9,9,0
47,10,0,0
48,1,10,0
48,2,3,0
48,3,3,2
48,4,3,1
48,5,8,2
48,6,2,0
48,7,8,1
48,8,6,2
48,9,4,0
48,10,0,0
49,1,8,1
49,2,5,2
49,3,4,2
49,4,5,3
49,5,6,1
49,6,7,1
49,7,7,2
49,8,3,1
49,9,2,1
49,10,0,0
50,1,2,0
50,2,2,0
50,3,5,3
50,4,6,2
50,5,3,1
50,6,8,2
50,7,8,2
50,8,6,3
50,9,3,0
50,10,0,0
51,1,6,0
51,2,5,2
51,3,8,1
51,4,8,3
51,5,4,0
51,6,5,0
51,7,3,1
51,8,4,2
51,9,7,1
51,10,0,0
52,1,7,0
52,2,8,1
52,3,1,0
52,4,10,4
52,5,6,2
52,6,8,0
52,7,1,0
52,8,3,2
52,9,4,0
52,10,0,0
53,1,9,0
53,2,8,1
53,3,8,3
53,4,1,1
53,5,8,1
53,6,3,0
53,7,8,3
53,8,2,1
53,9,2,0
53,10,0,0
54,1,1,0
54,2,8,2
54,3,5,0
54,4,1,1
54,5,9,0
54,6,7,0
54,7,8,3
54,8,2,0
54,9,4,0
54,10,0,0
55,1,3,1
55,2,2,0
55,3,7,2
55,4,5,3
55,5,6,0
55,6,2,0
55,7,3,0
55,8,2,0
55,9,4,0
55,10,0,0
56,1,1,0
56,2,5,1
56,3,1,1
56,4,9,3
56,5,4,0
56,6,3,0
56,7,3,1
56,8,6,3
56,9,10,0
56,10,0,0
57,1,1,0
57,2,9,2
57,3,4,2
57,4,3,1
57,5,8,1
57,6,5,2
57,7,6,2
57,8,6,2
57,9,3,0
57,10,0,0
58,1,5,1
58,2,7,2
58,3,8,1
58,4,3,1
58,5,6,0
58,6,9,4
58,7,2,1
58,8,2,2
58,9,6,1
58,10,0,0
59,1,2,0
59,2,2,0
59,3,1,0
59,4,2,2
59,5,8,1
59,6,10,0
59,7,1,0
59,8,2,2
59,9,10,1
59,10,0,0
60,1,5,0
60,2,3,0
60,3,6,3
60,4,4,2
60,5,4,0
60,6,5,2
60,7,2,0
60,8,7,4
60,9,7,1
60,10,0,0
61,1,10,0
61,2,6,1
61,3,2,1
61,4,2,1
61,5,2,0
61,6,5,1
61,7,7,1
61,8,1,0
61,9,8,0
61,10,0,0
62,1,6,0
62,2,7,2
62,3,10,2
62,4,7,4
62,5,5,1
62,6,10,1
62,7,2,0
62,8,7,5
62,9,7,0
62,10,0,0
63,1,5,0
63,2,4,0
63,3,2,0
63,4,8,4
63,5,4,0
63,6,1,0
63,7,8,4
63,8,8,0
63,9,4,0
63,10,0,0
64,1,10,2
64,2,10,3
64,3,2,0
64,4,2,2
64,5,4,0
64,6,3,2
64,7,9,1
64,8,4,3
64,9,10,1
64,10,0,0
65,1,1,1
65,2,9,1
65,3,6,2
65,4,4,1
65,5,9,1
65,6,2,1
65,7,5,4
65,8,3,2
65,9,2,1
65,10,0,0
66,1,1,0
66,2,7,1
66,3,10,3
66,4,5,1
66,5,5,0
66,6,10,3
66,7,8,2
66,8,4,1
66,9,1,0
66,10,0,0
67,1,8,1
67,2,10,3
67,3,8,3
67,4,10,5
67,5,3,0
67,6,2,1
67,7,2,0
67,8,7,4
67,9,2,0
67,10,0,0
68,1,7,1
68,2,9,2
68,3,2,0
68,4,3,1
68,5,5,0
68,6,1,1
68,7,8,2
68,8,10,3
68,9,3,0
68,10,0,0
69,1,4,0
69,2,1,0
69,3,10,3
69,4,1,1
69,5,6,0
69,6,6,2
69,7,7,1
69,8,1,0
69,9,2,1
69,10,0,0
70,1,10,0
70,2,9,3
70,3,3,1
70,4,2,0
70,5,7,0
70,6,7,1
70,7,7,0
70,8,7,3
70,9,4,1
70,10,0,0
71,1,2,0
71,2,2,0
71,3,10,3
71,4,9,3
71,5,10,0
71,6,10,4
71,7,3,0
71,8,4,1
71,9,9,1
71,10,0,0
72,1,10,1
72,2,7,3
72,3,9,3
72,4,3,0
72,5,3,0
72,6,3,2
72,7,10,5
72,8,1,0
72,9,6,3
72,10,0,0
73,1,3,0
73,2,3,1
73,3,8,2
73,4,5,3
73,5,3,0
73,6,3,1
73,7,10,2
73,8,8,0
73,9,9,4
73,10,0,0
74,1,8,1
74,2,4,2
74,3,8,2
74,4,3,0
74,5,7,0
74,6,2,0
74,7,4,0
74,8,4,2
74,9,7,1
74,10,0,0
75,1,6,0
75,2,2,0
75,3,4,0
75,4,7,2
75,5,6,1
75,6,7,2
75,7,2,0
75,8,6,2
75,9,7,0
75,10,0,0
76,1,9,1
76,2,2,0
76,3,9,2
76,4,5,0
76,5,7,0
76,6,7,1
76,7,9,2
76,8,4,2
76,9,3,1
76,10,0,0
77,1,1,0
77,2,6,2
77,3,1,1
77,4,9,5
77,5,4,1
77,6,4,0
77,7,2,1
77,8,5,2
77,9,5,0
77,10,0,0
78,1,2,0
78,2,10,2
78,3,7,5
78,4,9,2
78,5,7,1
78,6,6,1
78,7,1,0
78,8,9,5
78,9,7,3
78,10,0,0
79,1,3,0
79,2,6,1
79,3,8,2
79,4,6,3
79,5,10,1
79,6,10,2
79,7,9,2
79,8,3,2
79,9,2,0
79,10,0,0
80,1,9,0
80,2,3,2
80,3,1,0
80,4,4,2
80,5,3,1
80,6,4,0
80,7,6,4
80,8,5,3
80,9,8,1
80,10,0,0
81,1,6,2
81,2,2,0
81,3,2,0
81,4,5,1
81,5,7,0
81,6,3,1
81,7,8,3
81,8,6,4
81,9,9,1
81,10,0,0
82,1,10,1
82,2,2,1
82,3,4,2
82,4,5,2
82,5,3,1
82,6,2,1
82,7,8,1
82,8,3,3
82,9,7,0
82,10,0,0
83,1,4,2
83,2,2,1
83,3,1,1
83,4,6,2
83,5,1,0
83,6,9,2
83,7,6,1
83,8,5,4
83,9,6,0
83,10,0,0
84,1,4,1
84,2,1,0
84,3,9,2
84,4,9,5
84,5,2,0
84,6,3,1
84,7,7,3
84,8,5,1
84,9,6,0
84,10,0,0
85,1,3,1
85,2,10,4
85,3,7,0
85,4,9,2
85,5,9,0
85,6,5,2
85,7,9,4
85,8,1,0
85,9,10,1
85,10,0,0
86,1,9,1
86,2,7,0
86,3,4,2
86,4,10,2
86,5,3,1
86,6,4,0
86,7,10,4
86,8,2,1
86,9,4,0
86,10,0,0
87,1,4,0
87,2,10,1
87,3,3,1
87,4,7,2
87,5,7,0
87,6,10,3
87,7,6,0
87,8,4,2
87,9,1,0
87,10,0,0
88,1,10,2
88,2,4,1
88,3,4,0
88,4,4,1
88,5,4,0
88,6,3,0
88,7,7,1
88,8,3,1
88,9,9,0
88,10,0,0
89,1,6,0
89,2,4,0
89,3,6,1
89,4,2,0
89,5,7,2
89,6,5,0
89,7,6,2
89,8,7,4
89,9,2,0
89,10,0,0
90,1,6,0
90,2,6,3
90,3,3,0
90,4,5,2
90,5,2,0
90,6,10,4
90,7,5,1
90,8,1,1
90,9,3,0
90,10,0,0
91,1,3,0
91,2,5,1
91,3,5,1
91,4,1,1
91,5,5,0
91,6,1,0
91,7,6,2
91,8,8,2
91,9,8,1
91,10,0,0
92,1,4,0
92,2,4,2
92,3,4,1
92,4,9,6
92,5,2,0
92,6,1,0
92,7,6,2
92,8,8,4
92,9,10,0
92,10,0,0
93,1,3,0
93,2,9,2
93,3,4,2
93,4,2,2
93,5,1,1
93,6,5,1
93,7,3,1
93,8,7,3
93,9,5,0
93,10,0,0
94,1,3,1
94,2,4,1
94,3,8,1
94,4,4,0
94,5,9,2
94,6,6,2
94,7,6,4
94,8,8,2
94,9,3,0
94,10,0,0
95,1,4,0
95,2,1,0
95,3,5,0
95,4,9,5
95,5,9,2
95,6,9,0
95,7,8,2
95,8,4,2
95,9,6,0
95,10,0,0
96,1,2,0
96,2,6,1
96,3,3,0
96,4,4,0
96,5,1,0
96,6,3,2
96,7,9,3
96,8,9,5
96,9,2,0
96,10,0,0
97,1,8,0
97,2,4,1
97,3,7,3
97,4,6,3
97,5,7,1
97,6,2,0
97,7,4,1
97,8,3,1
97,9,10,1
97,10,0,0
98,1,8,2
98,2,1,0
98,3,2,0
98,4,4,0
98,5,10,0
98,6,7,0
98,7,10,3
98,8,7,4
98,9,2,1
98,10,0,0
99,1,1,0
99,2,6,2
99,3,8,3
99,4,10,3
99,5,6,1
99,6,10,2
99,7,6,1
99,8,1,0
99,9,2,0
99,10,0,0
100,1,9,2
100,2,1,1
100,3,10,1
100,4,6,3
100,5,1,0
100,6,9,3
100,7,1,0
100,8,2,1
100,9,8,2
100,10,0,0
101,1,2,0
101,2,2,0
101,3,4,2
101,4,3,1
101,5,1,0
101,6,6,3
101,7,1,1
101,8,6,3
101,9,5,0
101,10,0,0
102,1,9,1
102,2,7,3
102,3,4,1
102,4,4,1
102,5,6,1
102,6,3,1
102,7,9,3
102,8,9,6
102,9,9,0
102,10,0,0
103,1,2,0
103,2,8,2
103,3,8,3
103,4,5,3
103,5,7,1
103,6,6,3
103,7,2,1
103,8,1,1
103,9,2,0
103,10,0,0
104,1,7,0
104,2,9,0
104,3,5,3
104,4,8,4
104,5,8,0
104,6,9,1
104,7,8,3
104,8,2,2
104,9,5,0
104,10,0,0
105,1,7,1
105,2,4,0
105,3,1,0
105,4,2,0
105,5,10,1
105,6,9,3
105,7,2,1
105,8,10,4
105,9,1,1
105,10,0,0
106,1,3,0
106,2,5,1
106,3,9,2
106,4,10,5
106,5,9,0
106,6,9,4
106,7,8,1
106,8,4,2
106,9,9,1
106,10,0,0
107,1,1,0
107,2,2,0
107,3,7,5
107,4,9,4
107,5,2,1
107,6,7,3
107,7,4,1
107,8,4,3
107,9,5,0
107,10,0,0
108,1,3,0
108,2,10,3
108,3,3,1
108,4,3,1
108,5,7,1
108,6,2,1
108,7,9,4
108,8,9,3
108,9,5,0
108,10,0,0
109,1,6,0
109,2,3,1
109,3,9,2
109,4,5,0
109,5,10,1
109,6,3,1
109,7,3,1
109,8,2,0
109,9,1,0
109,10,0,0
110,1,7,1
110,2,6,1
110,3,10,2
110,4,8,2
110,5,10,1
110,6,6,0
110,7,3,2
110,8,2,1
110,9,3,0
110,10,0,0
111,1,5,0
111,2,4,2
111,3,9,3
111,4,9,3
111,5,2,0
111,6,7,1
111,7,6,3
111,8,6,2
111,9,6,1
111,10,0,0
112,1,10,1
112,2,3,0
112,3,10,5
112,4,4,0
112,5,9,1
112,6,7,1
112,7,6,4
112,8,10,5
112,9,6,0
112,10,0,0
113,1,3,2
113,2,2,1
113,3,6,2
113,4,1,1
113,5,8,0
113,6,3,0
113,7,3,0
113,8,10,3
113,9,10,1
113,10,0,0
114,1,3,0
114,2,8,0
114,3,7,2
114,4,8,2
114,5,3,1
114,6,3,0
114,7,9,4
114,8,1,0
114,9,6,0
114,10,0,0
115,1,10,0
115,2,1,1
115,3,4,1
115,4,1,0
115,5,4,1
115,6,1,1
115,7,9,3
115,8,3,1
115,9,2,1
115,10,0,0
116,1,1,0
116,2,6,2
116,3,5,0
116,4,2,0
116,5,8,0
116,6,9,1
116,7,3,1
116,8,6,2
116,9,8,0
116,10,0,0
117,1,6,0
117,2,4,2
117,3,5,3
117,4,8,5
117,5,3,0
117,6,4,0
117,7,1,1
117,8,6,2
117,9,9,0
117,10,0,0
118,1,5,0
118,2,1,0
118,3,9,1
118,4,4,2
118,5,10,0
118,6,1,0
118,7,5,0
118,8,4,1
118,9,2,0
118,10,0,0
119,1,7,0
119,2,3,1
119,3,9,4
119,4,3,1
119,5,6,2
119,6,9,5
119,7,8,4
119,8,4,0
119,9,1,0
119,10,0,0
120,1,9,1
120,2,4,2
120,3,2,1
120,4,1,0
120,5,3,0
120,6,6,0
120,7,9,5
120,8,3,0
120,9,5,0
120,10,0,0
121,1,9,2
121,2,2,0
121,3,1,0
121,4,6,1
121,5,5,0
121,6,10,3
121,7,5,4
121,8,6,3
121,9,4,0
121,10,0,0
122,1,2,0
122,2,3,0
122,3,5,1
122,4,2,1
122,5,4,2
122,6,5,0
122,7,4,2
122,8,6,3
122,9,1,0
122,10,0,0
123,1,7,2
123,2,3,2
123,3,2,1
123,4,3,1
123,5,6,1
123,6,1,0
123,7,9,1
123,8,5,2
123,9,6,1
123,10,0,0
124,1,6,1
124,2,5,1
124,3,8,1
124,4,8,3
124,5,2,1
124,6,4,1
124,7,4,0
124,8,3,1
124,9,6,0
124,10,0,0
125,1,5,0
125,2,10,0
125,3,10,2
125,4,4,3
125,5,3,0
125,6,1,0
125,7,10,4
125,8,9,3
125,9,2,0
125,10,0,0
126,1,5,1
126,2,6,2
126,3,7,1
126,4,8,2
126,5,2,1
126,6,8,2
126,7,9,3
126,8,4,2
126,9,8,1
126,10,0,0
127,1,3,0
127,2,8,2
127,3,4,0
127,4,10,4
127,5,5,0
127,6,7,2
127,7,9,3
127,8,8,1
127,9,9,2
127,10,0,0
128,1,9,0
128,2,8,0
128,3,8,2
128,4,3,0
128,5,2,0
128,6,10,1
128,7,9,2
128,8,8,5
128,9,1,0
128,10,0,0
129,1,5,1
129,2,1,0
129,3,5,0
129,4,5,3
129,5,2,0
129,6,4,0
129,7,7,3
129,8,3,0
129,9,2,0
129,10,0,0
130,1,6,0
130,2,4,1
130,3,10,2
130,4,2,1
130,5,3,0
130,6,10,1
130,7,9,5
130,8,6,2
130,9,8,0
130,10,0,0
131,1,1,0
131,2,6,2
131,3,3,1
131,4,6,3
131,5,4,1
131,6,5,0
131,7,5,1
131,8,4,1
131,9,9,0
131,10,0,0
132,1,2,0
132,2,8,2
132,3,9,4
132,4,5,4
132,5,9,0
132,6,2,1
132,7,2,1
132,8,1,1
132,9,8,0
132,10,0,0
133,1,1,0
133,2,5,0
133,3,5,3
133,4,5,1
133,5,8,1
133,6,2,1
133,7,8,1
133,8,8,4
133,9,8,1
133,10,0,0
134,1,3,0
134,2,1,0
134,3,6,1
134,4,7,4
134,5,2,0
134,6,3,1
134,7,9,5
134,8,10,4
134,9,7,1
134,10,0,0
135,1,4,1
135,2,3,1
135,3,4,0
135,4,9,6
135,5,2,0
135,6,7,0
135,7,1,1
135,8,10,5
135,9,5,1
135,10,0,0
136,1,4,0
136,2,10,1
136,3,2,2
136,4,3,3
136,5,5,1
136,6,10,2
136,7,1,0
136,8,5,2
136,9,2,0
136,10,0,0
137,1,10,2
137,2,1,0
137,3,1,0
137,4,4,0
137,5,7,2
137,6,1,0
137,7,7,3
137,8,3,0
137,9,2,0
137,10,0,0
138,1,5,1
138,2,10,5
138,3,9,4
138,4,7,2
138,5,10,1
138,6,5,1
138,7,9,4
138,8,1,0
138,9,8,0
138,10,0,0
139,1,4,0
139,2,4,0
139,3,6,2
139,4,2,1
139,5,1,0
139,6,5,1
139,7,8,3
139,8,10,2
139,9,3,0
139,10,0,0
140,1,7,0
140,2,1,1
140,3,2,1
140,4,9,3
140,5,7,1
140,6,3,0
140,7,10,3
140,8,10,4
140,9,8,2
140,10,0,0
141,1,3,0
141,2,10,1
141,3,4,2
141,4,1,0
141,5,6,0
141,6,3,1
141,7,6,4
141,8,1,0
141,9,7,0
141,10,0,0
142,1,8,0
142,2,9,1
142,3,6,2
142,4,10,4
142,5,7,1
142,6,1,1
142,7,7,3
142,8,1,1
142,9,2,0
142,10,0,0
143,1,8,1
143,2,8,2
143,3,1,1
143,4,3,1
143,5,10,1
143,6,1,0
143,7,5,1
143,8,5,3
143,9,5,0
143,10,0,0
144,1,8,1
144,2,2,0
144,3,1,0
144,4,7,6
144,5,2,0
144,6,1,0
144,7,8,1
144,8,8,3
144,9,2,0
144,10,0,0
145,1,7,0
145,2,10,3
145,3,5,2
145,4,10,2
145,5,10,2
145,6,10,3
145,7,3,1
145,8,2,1
145,9,6,1
145,10,0,0
146,1,3,0
146,2,5,0
146,3,6,1
146,4,10,3
146,5,5,1
146,6,8,1
146,7,10,3
146,8,4,1
146,9,2,0
146,10,0,0
147,1,7,0
147,2,10,2
147,3,1,0
147,4,10,3
147,5,3,0
147,6,7,0
147,7,5,2
147,8,7,2
147,9,9,1
147,10,0,0
148,1,6,2
148,2,9,1
148,3,5,1
148,4,2,2
148,5,1,0
148,6,6,0
148,7,4,0
148,8,8,4
148,9,9,2
148,10,0,0
149,1,9,0
149,2,8,1
149,3,7,2
149,4,10,2
149,5,3,0
149,6,3,1
149,7,7,1
149,8,1,0
149,9,4,0
149,10,0,0
150,1,10,0
150,2,8,2
150,3,3,1
150,4,8,4
150,5,5,0
150,6,8,2
150,7,2,1
150,8,9,5
150,9,4,0
150,10,0,0
151,1,10,2
151,2,8,1
151,3,6,3
151,4,10,4
151,5,4,0
151,6,3,1
151,7,9,3
151,8,1,1
151,9,5,2
151,10,0,0
152,1,4,0
152,2,8,4
152,3,9,2
152,4,10,3
152,5,9,1
152,6,1,0
152,7,9,2
152,8,4,3
152,9,3,0
152,10,0,0
153,1,9,0
153,2,10,1
153,3,6,3
153,4,4,0
153,5,8,1
153,6,2,0
153,7,1,0
153,8,6,3
153,9,8,0
153,10,0,0
154,1,3,0
154,2,7,3
154,3,5,1
154,4,5,1
154,5,2,0
154,6,5,2
154,7,3,3
154,8,6,3
154,9,10,1
154,10,0,0
155,1,9,1
155,2,7,2
155,3,2,0
155,4,1,1
155,5,9,1
155,6,9,1
155,7,1,0
155,8,4,2
155,9,9,2
155,10,0,0
156,1,2,0
156,2,4,1
156,3,10,3
156,4,6,1
156,5,3,1
156,6,2,0
156,7,8,2
156,8,3,0
156,9,4,1
156,10,0,0
157,1,8,0
157,2,8,0
157,3,6,2
157,4,9,5
157,5,10,0
157,6,4,2
157,7,4,0
157,8,10,2
157,9,2,0
157,10,0,0
158,1,10,0
158,2,7,1
158,3,3,2
158,4,7,2
158,5,3,1
158,6,7,0
158,7,10,3
158,8,1,1
158,9,4,0
158,10,0,0
159,1,7,0
159,2,2,0
159,3,4,1
159,4,2,1
159,5,1,0
159,6,4,1
159,7,9,4
159,8,9,2
159,9,9,0
159,10,0,0
160,1,1,0
160,2,6,1
160,3,8,1
160,4,9,4
160,5,6,0
160,6,4,0
160,7,1,0
160,8,8,4
160,9,8,0
160,10,0,0
161,1,3,0
161,2,10,2
161,3,7,1
161,4,7,3
161,5,3,0
161,6,7,1
161,7,2,0
161,8,2,1
161,9,4,1
161,10,0,0
162,1,4,0
162,2,5,0
162,3,3,2
162,4,7,2
162,5,5,0
162,6,3,2
162,7,6,1
162,8,5,2
162,9,6,2
162,10,0,0
163,1,9,1
163,2,7,1
163,3,9,2
163,4,4,1
163,5,3,1
163,6,4,0
163,7,2,1
163,8,5,1
163,9,8,0
163,10,0,0
164,1,7,1
164,2,2,2
164,3,7,2
164,4,10,3
164,5,10,2
164,6,6,2
164,7,4,0
164,8,4,1
164,9,2,0
164,10,0,0
165,1,4,0
165,2,7,0
165,3,8,2
165,4,2,1
165,5,1,0
165,6,3,1
165,7,2,0
165,8,1,0
165,9,2,0
165,10,0,0
166,1,7,0
166,2,2,1
166,3,5,1
166,4,9,2
166,5,1,0
166,6,2,0
166,7,1,0
166,8,6,1
166,9,5,0
166,10,0,0
167,1,8,0
167,2,9,4
167,3,7,1
167,4,3,2
167,5,2,1
167,6,2,0
167,7,2,0
167,8,10,4
167,9,9,0
167,10,0,0
168,1,1,0
168,2,4,1
168,3,10,4
168,4,3,0
168,5,1,0
168,6,5,0
168,7,7,3
168,8,10,3
168,9,2,0
168,10,0,0
169,1,3,0
169,2,6,1
169,3,4,0
169,4,9,4
169,5,9,0
169,6,5,0
169,7,5,4
169,8,7,3
169,9,9,1
169,10,0,0
170,1,2,1
170,2,3,0
170,3,2,1
170,4,8,1
170,5,6,0
170,6,5,1
170,7,1,0
170,8,1,1
170,9,7,3
170,10,0,0
171,1,7,2
171,2,5,0
171,3,3,0
171,4,2,1
171,5,2,0
171,6,10,2
171,7,7,1
171,8,10,4
171,9,6,2
171,10,0,0
172,1,5,0
172,2,6,0
172,3,3,0
172,4,8,4
172,5,1,1
172,6,1,0
172,7,5,5
172,8,6,2
172,9,10,2
172,10,0,0
173,1,9,2
173,2,6,1
173,3,3,0
173,4,10,6
173,5,7,2
173,6,3,0
173,7,1,1
173,8,4,1
173,9,10,0
173,10,0,0
174,1,2,1
174,2,1,0
174,3,7,2
174,4,3,1
174,5,8,2
174,6,7,1
174,7,7,3
174,8,1,0
174,9,1,0
174,10,0,0
175,1,6,1
175,2,10,0
175,3,2,1
175,4,9,5
175,5,6,1
175,6,8,1
175,7,8,2
175,8,8,3
175,9,9,0
175,10,0,0
